videoid,contentUrl,duration,page_dir,name
1011797789,https://ak.picdn.net/shutterstock/videos/1011797789/preview/stock-footage-mixing-console-in-club-party-lightshow.mp4,PT00H00M09S,100851_100900,Mixing console in club party lightshow
1022264977,https://ak.picdn.net/shutterstock/videos/1022264977/preview/stock-footage-a-flock-of-pigeons-sitting-on-a-winter-roof-with-icicles-sunny-winter-day.mp4,PT00H00M09S,179801_179850,A flock of pigeons sitting on a winter roof with icicles. sunny winter day.
1035283583,https://ak.picdn.net/shutterstock/videos/1035283583/preview/stock-footage-woman-in-shorts-and-straw-hat-is-walking-through-small-pond-on-wet-rocks-and-enjoying-incredible.mp4,PT00H00M07S,085401_085450,Woman in shorts and straw hat is walking through small pond on wet rocks and enjoying incredible waterfall sekumpul (95m) in bali rainforest. indonesia
1030734125,https://ak.picdn.net/shutterstock/videos/1030734125/preview/stock-footage-endless-field-of-red-poppies-in-the-nature-with-the-setting-sun.mp4,PT00H00M06S,134351_134400,Endless field of red poppies in the nature with the setting sun.
4103815,https://ak.picdn.net/shutterstock/videos/4103815/preview/stock-footage-fog-flow-on-pandim-summit.mp4,PT00H00M32S,019251_019300,Fog flow on pandim summit
1030552205,https://ak.picdn.net/shutterstock/videos/1030552205/preview/stock-footage-close-up-of-vintage-radio-receiver.mp4,PT00H00M12S,070651_070700,Close-up of vintage radio receiver
11311526,https://ak.picdn.net/shutterstock/videos/11311526/preview/stock-footage-waterfall-of-a-creek-spain-august.mp4,PT00H00M12S,085951_086000,"Waterfall of a creek, spain,august 2015"
1016709067,https://ak.picdn.net/shutterstock/videos/1016709067/preview/stock-footage-clouds-time-lapse-over-the-mountains-of-himalayas.mp4,PT00H00M19S,105751_105800,Clouds time lapse over the mountains of himalayas
26571668,https://ak.picdn.net/shutterstock/videos/26571668/preview/stock-footage-brno-czech-republic-may-czech-girl-scouts-of-activist-lucie-myslikova-and-colleagues.mp4,PT00H00M07S,091751_091800,"Brno, czech republic, may 1, 2017: czech girl scouts of activist lucie myslikova and colleagues protest first may day against extremists. demonstration of radical extremists, police, flags, europe, eu"
16021729,https://ak.picdn.net/shutterstock/videos/16021729/preview/stock-footage-moscow-dec-miniature-of-grey-building-in-vdnkh-exhibition.mp4,PT00H00M06S,023151_023200,"Moscow - dec 20, 2014: miniature of grey building in vdnkh exhibition"
1034514236,https://ak.picdn.net/shutterstock/videos/1034514236/preview/stock-footage-putting-figs-on-bread-italian-cuisine-above-view.mp4,PT00H00M59S,111551_111600,Putting figs on bread. italian cuisine. above view
1060070048,https://ak.picdn.net/shutterstock/videos/1060070048/preview/stock-footage-cherry-blossoms-swaying-in-the-wind.mp4,PT00H00M10S,049351_049400,Cherry blossoms swaying in the wind.
18483370,https://ak.picdn.net/shutterstock/videos/18483370/preview/stock-footage-beautiful-santa-barbara-sightseeing-around-arroyo-burro-beach-county-park.mp4,PT00H00M18S,108151_108200,Beautiful santa barbara sightseeing around arroyo burro beach county park
13070708,https://ak.picdn.net/shutterstock/videos/13070708/preview/stock-footage-a-cute-little-girl-picks-an-apple-off-of-a-tree-and-puts-it-in-a-basket-that-her-sister-is-holding.mp4,PT00H00M12S,171251_171300,A cute little girl picks an apple off of a tree and puts it in a basket that her sister is holding
1063107571,https://ak.picdn.net/shutterstock/videos/1063107571/preview/stock-footage-aporia-crataegi-black-veined-white-butterfly-in-wild-white-butterfly-on-white-clover-flower-slow.mp4,PT00H00M11S,073051_073100,"Aporia crataegi, black veined white butterfly in wild. white butterfly on white clover flower. slow motion 120 fps"
1016771569,https://ak.picdn.net/shutterstock/videos/1016771569/preview/stock-footage-young-attractive-physiotherapist-working-on-senior-man-beautiful-asian-woman-working-with-asian.mp4,PT00H00M14S,109751_109800,Young attractive physiotherapist working on senior man. beautiful asian woman working with asian senior man's knee. senior home caretaker service concept.
25724762,https://ak.picdn.net/shutterstock/videos/25724762/preview/stock-footage--lake-at-sunset-in-park-area-time-lapse-zoom.mp4,PT00H00M08S,176451_176500, lake at sunset in park area. time lapse zoom.
32809234,https://ak.picdn.net/shutterstock/videos/32809234/preview/stock-footage-hd-macro-time-lapse-video-of-a-purple-magnolia-flower-growing-and-blossoming-with-another-defocused.mp4,PT00H00M18S,022351_022400,Hd macro time lapse video of a purple magnolia flower growing and blossoming with another defocused flower blooming in the background.
1020330319,https://ak.picdn.net/shutterstock/videos/1020330319/preview/stock-footage-a-steadicam-shot-of-alicante-on-a-sunny-day-many-buildings-of-different-size-and-color-with-street.mp4,PT00H00M27S,029601_029650,A steadicam shot of alicante on a sunny day. many buildings of different size and color with street wires between and above them. spots of green trees add more color to the view. beautiful mountains
14795482,https://ak.picdn.net/shutterstock/videos/14795482/preview/stock-footage-four-young-men-stand-in-the-background-of-a-beautiful-sunset-in-the-summer-two-of-them-are-kissing.mp4,PT00H00M10S,060051_060100,Four young men stand in the background of a beautiful sunset in the summer. two of them are kissing
1027061435,https://ak.picdn.net/shutterstock/videos/1027061435/preview/stock-footage-time-lapse-beautiful-clouds-moving-over-valley-k.mp4,PT00H00M10S,183201_183250,Time lapse - beautiful clouds moving over valley - 4k
1019686681,https://ak.picdn.net/shutterstock/videos/1019686681/preview/stock-footage-on-the-amazing-sonderstrand-beach-on-the-romo-peninsula-jutland-denmark-scenery-after-heavy-rain.mp4,PT00H00M13S,179801_179850,"On the amazing sonderstrand beach on the romo peninsula, jutland, denmark. scenery after heavy rain.this beach is favorite for kiteboarding, surfing etc."
1015164991,https://ak.picdn.net/shutterstock/videos/1015164991/preview/stock-footage-diver-alone-in-the-big-blue.mp4,PT00H00M11S,060001_060050,Diver alone in the big blue.
6617795,https://ak.picdn.net/shutterstock/videos/6617795/preview/stock-footage-black-man-looking-up-at-camera.mp4,PT00H00M20S,029651_029700,Black man looking up at camera
1018945378,https://ak.picdn.net/shutterstock/videos/1018945378/preview/stock-footage-northern-flicker-woodpecker-pecking-on-tree-in-woods-to-find-insect-tight-shot.mp4,PT00H00M55S,015751_015800,"Northern flicker woodpecker pecking on tree in woods to find insect, tight shot"
1044444070,https://ak.picdn.net/shutterstock/videos/1044444070/preview/stock-footage-chess-pieces-are-placed-on-the-chessboard-the-beginning-of-the-chess-game-chess-placed-on-a.mp4,PT00H00M08S,013001_013050,"Chess pieces are placed on the chessboard, the beginning of the chess game. chess placed on a chessboard"
1030208531,https://ak.picdn.net/shutterstock/videos/1030208531/preview/stock-footage-steadicam-shot-an-old-abandoned-house-in-a-moldavian-village.mp4,PT00H00M14S,197251_197300,Steadicam shot: an old abandoned house in a moldavian village.
1035524405,https://ak.picdn.net/shutterstock/videos/1035524405/preview/stock-footage-boy-and-dog-jack-russell-terrier-are-sitting-on-camping-chairs-on-seashore-and-roasting-barbecue.mp4,PT00H00M23S,132551_132600,Boy and dog jack russell terrier are sitting on camping chairs on seashore and roasting barbecue sticks. family camping on the beach in evening at sunset on sandy shore. relax. travel. tourism
15860914,https://ak.picdn.net/shutterstock/videos/15860914/preview/stock-footage-halifax-uk-april-halifax-town-hall-halifax-is-a-minster-town-and-the-town-has-been-a.mp4,PT00H00M14S,058851_058900,"Halifax, uk - april 13, 2016: halifax town hall. halifax is a minster town and the town has been a centre of woollen manufacture from the 15th century onward"
34503802,https://ak.picdn.net/shutterstock/videos/34503802/preview/stock-footage-little-boy-doing-funny-faces-diving-playing-in-swimming-pool-for-videos-about-swimming-pools.mp4,PT00H00M27S,173351_173400,"Little boy doing funny faces, diving & playing in swimming pool - for videos about: swimming, pools, summer fun, vacation, getaways, underwater footage, kids, beating the heat, and exercise."
31915660,https://ak.picdn.net/shutterstock/videos/31915660/preview/stock-footage-girl-tourist-relax-on-the-background-of-mountains.mp4,PT00H00M11S,021351_021400,Girl tourist relax on the background of mountains
1009269995,https://ak.picdn.net/shutterstock/videos/1009269995/preview/stock-footage-ball-football-blackground.mp4,PT00H00M13S,036901_036950,Ball    football blackground
1028417390,https://ak.picdn.net/shutterstock/videos/1028417390/preview/stock-footage-green-tea-leaves-in-a-tea-plantation-tea-field-in-da-lat-highland-vietnam.mp4,PT00H00M10S,170251_170300,"Green tea leaves in a tea plantation. tea field in da lat highland, vietnam"
1011904958,https://ak.picdn.net/shutterstock/videos/1011904958/preview/stock-footage-russia-russian-peasant-village-blue-house-tilt-up.mp4,PT00H00M12S,194451_194500,"Russia, 1999, russian peasant village, blue house, tilt up"
1024533671,https://ak.picdn.net/shutterstock/videos/1024533671/preview/stock-footage-day-time-zurich-out-of-town-train-road-trip-side-window-pov-panorama-k-switzerland.mp4,PT00H00M30S,071401_071450,Day time zurich out of town train road trip side window pov panorama 4k switzerland
23098699,https://ak.picdn.net/shutterstock/videos/23098699/preview/stock-footage-dubai-uae-january-aerial-view-of-atlantis-on-palm-jumeirah-atlantis-the-palm-is-a-uae.mp4,PT00H00M06S,073451_073500,"Dubai, uae - january 3, 2017: aerial view of atlantis on palm jumeirah. atlantis, the palm is a uae luxury hotel resort, the first to be built on the island and is themed on the myth of atlantis."
1040731529,https://ak.picdn.net/shutterstock/videos/1040731529/preview/stock-footage-bullet-time-shot-of-businesswoman-working-on-computer-celebrating-good-news.mp4,PT00H00M26S,052951_053000,Bullet time shot of businesswoman working on computer & celebrating good news
27785335,https://ak.picdn.net/shutterstock/videos/27785335/preview/stock-footage-wedding-dress-on-a-hanger-on-the-background-of-a-large-window-with-curtains.mp4,PT00H00M07S,084951_085000,Wedding dress on a hanger on the background of a large window with curtains
8735551,https://ak.picdn.net/shutterstock/videos/8735551/preview/stock-footage-silhouette-of-grass-with-the-morning-light-at-lake.mp4,PT00H00M14S,021901_021950,Silhouette of grass with the morning light at lake
1059398372,https://ak.picdn.net/shutterstock/videos/1059398372/preview/stock-footage-close-up-adult-man-in-the-open-air-repairs-house-paints-the-exterior-walls-with-white-paint.mp4,PT00H00M09S,050751_050800,"Close-up: adult man in the open air repairs house, paints the exterior walls with white paint: lifestyle, concept of home remodeling and reconstruction. painting, repairs. side view, slow motion, 4k"
1027996367,https://ak.picdn.net/shutterstock/videos/1027996367/preview/stock-footage--electronic-neon-signs-discount-for-sale-presented-in-three-colors-and-three-options-of-the.mp4,PT00H00M50S,021701_021750,"9 electronic neon signs 5% discount for sale, presented in three colors and three options of the circuit."
26807275,https://ak.picdn.net/shutterstock/videos/26807275/preview/stock-footage-young-couple-in-bath-together-drink-champagne-talking-man-and-woman-lover-enjoy-spa-at-home-slow.mp4,PT00H00M18S,019451_019500,"Young couple in bath together drink champagne talking, man and woman lover enjoy spa at home slow motion 60"
32655097,https://ak.picdn.net/shutterstock/videos/32655097/preview/stock-footage--the-construction-site-at-the-deserted-crumbling-a-repository-for-building-materials.mp4,PT00H00M15S,147751_147800," the construction site at the deserted crumbling ,a repository for building materials"
594121,https://ak.picdn.net/shutterstock/videos/594121/preview/stock-footage-footage-in-high-definition-of-attractive-young-businessman-and-businesswoman-talking-in-the-office.mp4,PT00H00M13S,116001_116050,Footage in high definition of attractive young businessman and businesswoman talking in the office
1043442580,https://ak.picdn.net/shutterstock/videos/1043442580/preview/stock-footage-portrait-of-the-beautiful-yorkshire-terrier-with-long-eyelashes.mp4,PT00H00M08S,176851_176900,Portrait of the beautiful yorkshire terrier with long eyelashes
1019263903,https://ak.picdn.net/shutterstock/videos/1019263903/preview/stock-footage-high-angle-view-of-professional-painter-working-alone-indoors-in-studio-painting-picture-then.mp4,PT00H00M13S,176651_176700,High angle view of professional painter working alone indoors in studio painting picture then stepping back and evaluating her work. people and workspace concept.
1010380889,https://ak.picdn.net/shutterstock/videos/1010380889/preview/stock-footage-gliding-through-the-woods.mp4,PT00H00M06S,188951_189000,Gliding through the woods
1009735823,https://ak.picdn.net/shutterstock/videos/1009735823/preview/stock-footage-the-shortage-of-water-for-agriculture.mp4,PT00H00M06S,144551_144600,The shortage of water for agriculture.
22961332,https://ak.picdn.net/shutterstock/videos/22961332/preview/stock-footage--k-portrait-smiling-tennis-player-on-outdoor-court-in-the-summer-dec-uk.mp4,PT00H00M31S,186051_186100,4k portrait smiling tennis player on outdoor court in the summer dec 2016-uk
3850880,https://ak.picdn.net/shutterstock/videos/3850880/preview/stock-footage-barossa-valley-australia-wine-district-australia-trees-vineyards-autumn.mp4,PT00H00M06S,073601_073650,"Barossa valley, australia, wine district australia, trees, vineyards, autumn"
10346195,https://ak.picdn.net/shutterstock/videos/10346195/preview/stock-footage-golden-sun-rays-morning-evening-lower-thirds-nature-background.mp4,PT00H00M11S,092351_092400,Golden sun rays morning evening 1 - lower thirds nature background
25220678,https://ak.picdn.net/shutterstock/videos/25220678/preview/stock-footage-prcanj-montenegro-the-bay-of-kotor-church-of-the-nativity-of-the-virgin.mp4,PT00H00M06S,068801_068850,"Prcanj, montenegro the bay of kotor. church of the nativity of the virgin."
1024033355,https://ak.picdn.net/shutterstock/videos/1024033355/preview/stock-footage-aerial-of-downtown-m-llheim-in-late-winter.mp4,PT00H00M26S,064651_064700,Aerial of downtown müllheim in late winter
1014652097,https://ak.picdn.net/shutterstock/videos/1014652097/preview/stock-footage-sedona-united-states-june-aerial-view-of-the-valley-and-buttes-of-sedona.mp4,PT00H00M10S,188901_188950,"Sedona, united states - june, 2017: aerial view of the valley and buttes of sedona."
1026231299,https://ak.picdn.net/shutterstock/videos/1026231299/preview/stock-footage-snowflakes-falling-on-a-rushing-runlet-in-the-carpathians-in-winter-in-slo-mo.mp4,PT00H00M15S,129851_129900,Snowflakes falling on a rushing runlet in the carpathians in winter in slo-mo
22217443,https://ak.picdn.net/shutterstock/videos/22217443/preview/stock-footage-background-loop-bridal-wedding.mp4,PT00H00M10S,085701_085750,Background loop bridal wedding
16360561,https://ak.picdn.net/shutterstock/videos/16360561/preview/stock-footage-girl-meditating-in-front-of-waterfall.mp4,PT00H00M14S,046101_046150,Girl meditating in front of waterfall
11308985,https://ak.picdn.net/shutterstock/videos/11308985/preview/stock-footage-curtatone-italy-pavement-street-artist-finishes-painting-over-the-asphalt-in-madonnari.mp4,PT00H00M10S,131601_131650,"Curtatone, italy 15/08/2015: pavement street artist finishes painting over the asphalt in madonnari word competition in italy of chalk paintings, from santuario della beata vergine delle grazie"
1030339046,https://ak.picdn.net/shutterstock/videos/1030339046/preview/stock-footage-young-woman-smiling-and-looking-at-the-camera-in-the-forest.mp4,PT00H00M07S,043001_043050,Young woman smiling and looking at the camera in the forest
1012393805,https://ak.picdn.net/shutterstock/videos/1012393805/preview/stock-footage-the-milky-way-hidden-behind-the-clouds-the-trees-in-the-mangrove-forest.mp4,PT00H00M12S,061851_061900,The milky way hidden behind the clouds. the trees in the mangrove forest.
24554342,https://ak.picdn.net/shutterstock/videos/24554342/preview/stock-footage-cloud-moving-softly-time-lapse-shot.mp4,PT00H00M15S,115151_115200,Cloud moving softly time lapse shot
1047095554,https://ak.picdn.net/shutterstock/videos/1047095554/preview/stock-footage-drone-view-of-frozen-river.mp4,PT00H00M25S,001601_001650,Drone view of frozen river
1054240229,https://ak.picdn.net/shutterstock/videos/1054240229/preview/stock-footage-aerial-reveal-delray-beach-florida-drone-video-k.mp4,PT00H00M29S,144901_144950,Aerial reveal delray beach florida drone video 4k 2020
1049220715,https://ak.picdn.net/shutterstock/videos/1049220715/preview/stock-footage-blue-and-yellow-inks-react-to-form-a-beautiful-structure-of-paint-bubbles-colorful-liquid-ink.mp4,PT00H00M28S,012101_012150,Blue and yellow inks react to form a beautiful structure of paint bubbles. colorful liquid ink. multicolored background liquid paint. abstract colorful paint.
1066808944,https://ak.picdn.net/shutterstock/videos/1066808944/preview/stock-footage-a-white-hamster-scratching-while-his-brothers-sleep-in-his-cage.mp4,PT00H00M22S,019551_019600,A white hamster scratching while his brothers sleep in his cage
1031596511,https://ak.picdn.net/shutterstock/videos/1031596511/preview/stock-footage-aerial-tilting-up-over-white-red-and-pink-tulips-in-colourful-dutch-tulip-field-to-reveal-wind.mp4,PT00H00M15S,006351_006400,"Aerial tilting up over white, red and pink tulips in colourful dutch tulip field to reveal wind turbines in background"
3338939,https://ak.picdn.net/shutterstock/videos/3338939/preview/stock-footage-businessmen-face-portraits-on-greenscreen.mp4,PT00H00M15S,148351_148400,Businessmen face portraits on greenscreen
1038239219,https://ak.picdn.net/shutterstock/videos/1038239219/preview/stock-footage--d-render-background-of-an-abstract-grey-sphere-surface-random-size-of-element.mp4,PT00H00M20S,137501_137550,3d render background of an abstract grey sphere surface. random size of element. 
1014566720,https://ak.picdn.net/shutterstock/videos/1014566720/preview/stock-footage-atlantic-ocean-july-ms-palmerton-a-heavy-lift-carrier-sailing-at-sunset.mp4,PT00H00M15S,008201_008250,"Atlantic ocean - july 19, 2018: ms palmerton, a heavy lift carrier sailing at sunset"
1050357253,https://ak.picdn.net/shutterstock/videos/1050357253/preview/stock-footage-top-view-person-making-healthy-meal-at-home.mp4,PT00H00M25S,006301_006350,Top view person making healthy meal at home
1011948776,https://ak.picdn.net/shutterstock/videos/1011948776/preview/stock-footage-young-pretty-woman-with-ponytail-sitting-in-cafe-holding-mobile-and-looking-at-phone-serious-and.mp4,PT00H00M17S,104701_104750,"Young pretty woman with ponytail sitting in cafe, holding mobile and looking at phone, serious and concerned"
1022284351,https://ak.picdn.net/shutterstock/videos/1022284351/preview/stock-footage-pattern-on-a-green-background-geometric-shape-on-a-green-background-green-background-animation.mp4,PT00H00M17S,077801_077850,"Pattern on a green background. geometric shape on a green background. green background, animation pattern. bright pattern"
1042017703,https://ak.picdn.net/shutterstock/videos/1042017703/preview/stock-footage-landscape-view-of-yadan-geological-ground-in-qinghai-china.mp4,PT00H00M11S,178401_178450,Landscape view of yadan geological ground in qinghai china
20072026,https://ak.picdn.net/shutterstock/videos/20072026/preview/stock-footage-teen-girl-with-telephone-and-bank-card-entering-data-indoors-room-in-new-house-easy-pay-using.mp4,PT00H00M12S,189151_189200,"Teen girl with telephone and bank card entering data indoors room in new house. easy pay using touch smartphone, digital gadget. communication via app for comfortable sale in shop. modern close up 20s"
1060813921,https://ak.picdn.net/shutterstock/videos/1060813921/preview/stock-footage-the-big-teepee-made-in-wood-in-the-forest-with-the-trees-on-the-back.mp4,PT00H00M07S,090751_090800,The big teepee made in wood in the forest with the trees on the back
1012245881,https://ak.picdn.net/shutterstock/videos/1012245881/preview/stock-footage-rotating-black-and-white-pound-or-hashtag-symbol-animated-icon-with-alpha-channel.mp4,PT00H00M15S,171251_171300,"Rotating black and white ""pound"" or 
1048255336,https://ak.picdn.net/shutterstock/videos/1048255336/preview/stock-footage-adult-caucasian-man-in-hoodie-sitting-in-front-of-black-background-and-typing-on-smart-phone.mp4,PT00H00M20S,135951_136000,Adult caucasian man in hoodie sitting in front of black background and typing on smart phone
with background circle like the vitruvian man in new normal."
33692530,https://ak.picdn.net/shutterstock/videos/33692530/preview/stock-footage-growing-frost-pattern-background-alpha-matte-for-your-design.mp4,PT00H00M15S,018701_018750,"Growing frost pattern background, alpha matte for your design"
1061998339,https://ak.picdn.net/shutterstock/videos/1061998339/preview/stock-footage-view-on-forest-near-lake-in-autumn-in-poland-on-border-with-czech-republic.mp4,PT00H00M07S,055801_055850,View on forest near lake in autumn in poland on border with czech republic 
20279986,https://ak.picdn.net/shutterstock/videos/20279986/preview/stock-footage-leather-factory-manufacture-handmade-print-pattern-notebook-close-up-hands-work.mp4,PT00H00M08S,178451_178500,"Leather factory manufacture handmade print pattern notebook, close up hands work"
1007151157,https://ak.picdn.net/shutterstock/videos/1007151157/preview/stock-footage-aerial-shooting-landscape-of-the-lake-forest-factory-amazing-colors-view-blue-sky-drone-panoramic.mp4,PT00H00M18S,178501_178550,Aerial shooting landscape of the lake forest factory amazing colors view blue sky drone panoramic view forest helicopter panorama water summer nature air bird clouds prevention landing
1026618788,https://ak.picdn.net/shutterstock/videos/1026618788/preview/stock-footage-young-woman-plays-video-game-at-console-using-a-gamepad-closeup.mp4,PT00H00M18S,149051_149100,Young woman plays video game at console using a gamepad. closeup.
32092405,https://ak.picdn.net/shutterstock/videos/32092405/preview/stock-footage-transport-in-hong-kong.mp4,PT00H00M15S,134701_134750,Transport in hong kong
15228502,https://ak.picdn.net/shutterstock/videos/15228502/preview/stock-footage-hoh-rainforest-olympic-national-park-washington-state-usa.mp4,PT00H00M09S,064501_064550,"Hoh rainforest, olympic national park, washington state, usa"
1032160970,https://ak.picdn.net/shutterstock/videos/1032160970/preview/stock-footage-roadside-of-mountain-road-stone-gabion-retaining-wall-prevents-slope-soil-erosion-road-near.mp4,PT00H00M10S,085051_085100,Roadside of mountain road stone gabion retaining wall prevents slope soil erosion. road near luchistoye / luchyste village on southern shore of crimea.
21680164,https://ak.picdn.net/shutterstock/videos/21680164/preview/stock-footage-person-hold-a-martial-arts-form-while-teacher-checking-and-approve-k-over-shoulder-view-of-man.mp4,PT00H00M16S,111051_111100,Person hold a martial arts form while teacher checking and approve 4k. over shoulder view of man holding hands in circle in focus. woman in blue kimono walks in and check form.
13993208,https://ak.picdn.net/shutterstock/videos/13993208/preview/stock-footage-ghent-belgium-august-city-view.mp4,PT00H00M16S,129251_129300,"Ghent - belgium, august 2015: city view"
33668770,https://ak.picdn.net/shutterstock/videos/33668770/preview/stock-footage-taipei-taiwan-december-fast-motion-of-commuters-and-cars-passing-by-road-at-night.mp4,PT00H00M17S,045351_045400,"Taipei, taiwan - december 03, 2017 : fast motion of commuters and cars passing by road at night with 4k resolution"
1064582758,https://ak.picdn.net/shutterstock/videos/1064582758/preview/stock-footage-portrait-of-a-young-cute-girl-in-a-beautiful-princess-costume-isolated-on-white-background-bright.mp4,PT00H00M21S,120201_120250,"Portrait of a young cute girl in a beautiful princess costume isolated on white background. bright colorful character with brown hair, purple dress and a crown on her head. animators in costumes"
1019367208,https://ak.picdn.net/shutterstock/videos/1019367208/preview/stock-footage-victoria-harbor-hong-kong-novmber-hong-kong-city.mp4,PT00H00M37S,119451_119500,"Victoria harbor, hong kong 04 novmber 2018:- hong kong city"
1055341949,https://ak.picdn.net/shutterstock/videos/1055341949/preview/stock-footage-beautiful-summer-garden-flowers-close-up.mp4,PT00H00M19S,093601_093650,Beautiful summer garden flowers close-up.
9100715,https://ak.picdn.net/shutterstock/videos/9100715/preview/stock-footage-cannes-harbor-france-cote-d-azur.mp4,PT00H00M15S,194751_194800,Cannes harbor france cote d'azur
22253161,https://ak.picdn.net/shutterstock/videos/22253161/preview/stock-footage-aerial-view-of-winter-forest-during-frosty-day.mp4,PT00H00M20S,195551_195600,Aerial view of winter forest during frosty day.
3201979,https://ak.picdn.net/shutterstock/videos/3201979/preview/stock-footage-green-bottle-fly.mp4,PT00H00M18S,116951_117000,Green bottle fly
30132277,https://ak.picdn.net/shutterstock/videos/30132277/preview/stock-footage-nong-bua-lamphu-thailand-august-thai-dance-basic-tutorials.mp4,PT00H00M15S,193051_193100,"Nong bua lamphu,thailand august 28, 2017 : thai dance basic tutorials"
5133905,https://ak.picdn.net/shutterstock/videos/5133905/preview/stock-footage-road-to-autumn-geres-portugal-tilt-move.mp4,PT00H00M20S,015801_015850,"Road to autumn, geres, portugal. tilt move."
1020528238,https://ak.picdn.net/shutterstock/videos/1020528238/preview/stock-footage-stallion-eats-grass-on-a-green-meadow-slow-motion.mp4,PT00H00M54S,117701_117750,Stallion eats grass on a green meadow . slow motion
15531553,https://ak.picdn.net/shutterstock/videos/15531553/preview/stock-footage-time-lapse-of-the-i-m-pei-pyramid-the-louvre-paris-france-circa-november.mp4,PT00H00M16S,129201_129250,Time lapse of the i. m. pei pyramid - the louvre paris france  - circa november 2015
1016043973,https://ak.picdn.net/shutterstock/videos/1016043973/preview/stock-footage-inflation-of-large-balloon-aerostat-that-lies-on-ground-preparation-of-flight-air-balloon-for.mp4,PT00H00M16S,104001_104050,Inflation of large balloon aerostat that lies on ground. preparation of flight air balloon for flight. inside view close-up. balloon or aerostat green and multicolor inflated with air by fan blower
1065647152,https://ak.picdn.net/shutterstock/videos/1065647152/preview/stock-footage-street-traffic-in-ulaanbaatar-the-capital-of-mongolia-circa-march.mp4,PT00H00M23S,091401_091450,"Street traffic in ulaanbaatar, the capital of mongolia, circa march 2019"
1039559534,https://ak.picdn.net/shutterstock/videos/1039559534/preview/stock-footage--k-experienced-welder-giving-training-supervision-to-young-apprentice.mp4,PT00H00M16S,102951_103000,4k experienced welder giving training & supervision to young apprentice
1027685660,https://ak.picdn.net/shutterstock/videos/1027685660/preview/stock-footage-happy-dog-running-towards-camera-in-the-garden-super-slow-motion.mp4,PT00H00M16S,181951_182000,"Happy dog running towards camera in the garden, super slow motion"
2794921,https://ak.picdn.net/shutterstock/videos/2794921/preview/stock-footage-volcanic-eruption-in-iceland-eyjafjallajokull-footage-taken-in-extreme-conditions-only-a.mp4,PT00H00M12S,185601_185650,"Volcanic eruption in iceland  2010, eyjafjallajokull. footage taken in extreme conditions only a half mile from the crater during frequent gas explosions from advancing lava. a mountain is born."
29561887,https://ak.picdn.net/shutterstock/videos/29561887/preview/stock-footage-beautiful-aerial-sunset-view-over-ab-dam-in-riga-latvia-with-a-huge-latvian-flag.mp4,PT00H00M24S,014051_014100,Beautiful aerial sunset view over ab dam in riga latvia with a huge latvian flag
6851515,https://ak.picdn.net/shutterstock/videos/6851515/preview/stock-footage-honey-bee-fly-in-flower-sparmopolius-fulvus-insect-macro-view.mp4,PT00H00M15S,028701_028750,"Honey bee fly in flower, sparmopolius fulvus, insect macro view"
1012111436,https://ak.picdn.net/shutterstock/videos/1012111436/preview/stock-footage-waterfall-in-iceland-from-a-unique-bird-s-eye-perspective-seljalandsfoss-waterfall-is-one-of-the.mp4,PT00H00M06S,008051_008100,Waterfall in iceland from a unique bird's eye perspective. seljalandsfoss waterfall is one of the most beautiful falls in the world and this drone view from above captures its power and beauty. 
1055999087,https://ak.picdn.net/shutterstock/videos/1055999087/preview/stock-footage-motion-of-glowing-graphic-hud-circle-digital-futuristic-illuminative-light-abstract-neon.mp4,PT00H00M15S,114951_115000,"Motion of glowing graphic hud circle, digital futuristic illuminative light. abstract  neon animation moving over black background in darkness. concept of graphic high technology, future."
33594700,https://ak.picdn.net/shutterstock/videos/33594700/preview/stock-footage-making-glass-objects.mp4,PT00H00M10S,094251_094300,Making glass objects
26057972,https://ak.picdn.net/shutterstock/videos/26057972/preview/stock-footage-female-hand-puts-the-key-in-the-keyhole.mp4,PT00H00M08S,108401_108450,Female hand puts the key in the keyhole
18380251,https://ak.picdn.net/shutterstock/videos/18380251/preview/stock-footage-a-young-woman-in-a-public-library-it-s-her-leisure-time-and-she-is-looking-for-some-good-books-to.mp4,PT00H00M08S,007651_007700,A young woman in a public library. it's her leisure time and she is looking for some good books to read. 
1027115432,https://ak.picdn.net/shutterstock/videos/1027115432/preview/stock-footage-male-engineer-is-managing-a-control-panel-in-a-factory-unit.mp4,PT00H00M08S,127801_127850,Male engineer is managing a control panel in a factory unit
3269492,https://ak.picdn.net/shutterstock/videos/3269492/preview/stock-footage-sun-set-in-the-middle-of-the-ocean.mp4,PT00H00M20S,129051_129100,Sun set in the middle of the ocean
1063948891,https://ak.picdn.net/shutterstock/videos/1063948891/preview/stock-footage-glass-and-bottle-of-expensive-elite-wine-in-a-wooden-box-with-shavings.mp4,PT00H00M10S,050701_050750,Glass and bottle of expensive elite wine in a wooden box with shavings
18910754,https://ak.picdn.net/shutterstock/videos/18910754/preview/stock-footage-sunset-on-the-beach.mp4,PT00H00M12S,078551_078600,Sunset on the beach
1057733050,https://ak.picdn.net/shutterstock/videos/1057733050/preview/stock-footage-fence-wooden-farm-fence-home-wooden-fence-animated-cartoon-icon-on-green-screen-background.mp4,PT00H00M10S,101001_101050,Fence - wooden farm fence - home wooden fence animated cartoon icon on green screen background
